sample,study,ACLY,ACSS2,ACACA,SCD,FASN,ACSL1,HMGCS1,HMGCR,MVK,PMVK,sample_type,primary disease or tissue,OS,OS.time
TCGA-E9-A1RG-01,TCGA,12.2545,11.4177,11.887,15.6492,16.037,9.4193,10.4977,10.692,9.9017,12.0023,Primary Tumor,Breast Invasive Carcinoma,0,647
TCGA-49-6742-11,TCGA,12.2544,11.9587,12.1475,14.9581,13.3641,12.791,11.9112,11.6676,9.8059,10.6404,Solid Tissue Normal,Lung Adenocarcinoma,1,488
TCGA-D7-6815-01,TCGA,12.2541,13.0622,15.0961,15.1027,15.1924,10.6185,11.4488,11.6634,10.0227,9.956,Primary Tumor,Stomach Adenocarcinoma,0,486
TCGA-E2-A1IF-01,TCGA,12.2539,10.4108,10.4333,13.0453,12.4534,10.6053,10.2972,9.6399,9.2604,12.1469,Primary Tumor,Breast Invasive Carcinoma,0,1138
TCGA-43-7658-11,TCGA,12.2538,12.0663,11.7233,15.0654,14.7565,13.0053,12.6151,11.7051,10.1154,11.2262,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,2378
TCGA-CV-5966-01,TCGA,12.2537,8.9524,11.0641,12.9237,12.6603,9.6826,11.9481,11.3788,8.854,10.2043,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,545
TCGA-WC-A883-01,TCGA,12.2534,11.3156,10.8917,16.0426,14.2118,13.2077,10.1933,10.6165,10.072,12.0089,Primary Tumor,Uveal Melanoma,1,241
TCGA-AB-2841-03,TCGA,12.2529,11.1353,10.8594,8.0887,13.169,11.8357,9.7899,10.8052,8.7673,10.0523,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,1401
TCGA-13-0899-01,TCGA,12.2528,11.7112,11.2285,10.9944,13.5209,9.3411,10.0999,10.8347,10.4233,12.4436,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,2012
TCGA-CZ-5986-11,TCGA,12.2528,11.4337,10.9899,11.3189,10.5901,14.0401,11.9111,11.8822,10.0586,10.2776,Solid Tissue Normal,Kidney Clear Cell Carcinoma,0,373
TCGA-23-1023-01,TCGA,12.2526,11.0526,11.1899,14.1508,14.7088,10.2278,11.0093,11.5655,9.78783,11.1411,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,0,1233
TCGA-FU-A3YQ-01,TCGA,12.2525,10.4371,11.5951,13.3231,11.9059,10.4388,11.8592,11.3055,10.0256,10.7683,Primary Tumor,Cervical & Endocervical Cancer,0,861
TCGA-2J-AABP-01,TCGA,12.2523,10.0634,10.587,11.5262,12.3552,12.6167,11.008,9.5088,9.1887,10.7436,Primary Tumor,Pancreatic Adenocarcinoma,0,463
TCGA-BR-8677-01,TCGA,12.2522,10.6079,10.4188,12.4305,13.3887,11.7626,9.9947,9.7587,8.3135,9.6021,Primary Tumor,Stomach Adenocarcinoma,0,813
TCGA-FD-A62P-01,TCGA,12.2522,10.4751,11.5293,13.7072,14.3838,11.5481,10.8246,11.2688,9.7534,10.7644,Primary Tumor,Bladder Urothelial Carcinoma,1,191
TCGA-09-2056-01,TCGA,12.252,10.2168,10.7052,12.2546,11.9639,10.0843,9.3066,10.931,9.6536,11.6887,Primary Tumor,Ovarian Serous Cystadenocarcinoma,0,379
TCGA-G3-AAV6-01,TCGA,12.2516,11.8972,10.7868,16.9251,14.9785,12.2971,14.1826,12.1582,11.5842,12.5301,Primary Tumor,Liver Hepatocellular Carcinoma,1,65
TCGA-FB-A4P5-01,TCGA,12.2511,10.5422,10.5312,14.3837,12.8335,12.9398,11.1051,10.4092,9.2505,10.2517,Primary Tumor,Pancreatic Adenocarcinoma,1,179
TCGA-09-2048-01,TCGA,12.2505,9.8793,10.821,11.3693,12.2196,9.7413,9.8701,11.8628,9.3823,11.3117,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,138
TCGA-EM-A2CQ-01,TCGA,12.2504,10.3726,11.2461,6.9373,12.4934,12.5814,10.8061,11.4579,9.6464,10.873,Primary Tumor,Thyroid Carcinoma,0,374
TCGA-BR-8384-01,TCGA,12.2501,10.3664,11.7542,11.1617,12.4158,11.4232,10.3783,9.9346,7.8792,9.9742,Primary Tumor,Stomach Adenocarcinoma,0,113
TCGA-CV-7416-11,TCGA,12.25,10.9084,11.8066,13.8567,14.0258,11.7799,13.2821,12.5762,10.4513,11.3763,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,1,763
TCGA-TS-A8AS-01,TCGA,12.2495,9.773,10.344,12.2491,12.0996,12.5242,10.5881,9.9032,8.1831,10.8125,Primary Tumor,Mesothelioma,1,795
TCGA-ZB-A96V-01,TCGA,12.2494,9.5537,10.8173,11.8105,13.1987,11.1708,10.5878,10.2916,9.1261,11.8367,Primary Tumor,Thymoma,0,932
TCGA-77-A5G6-01,TCGA,12.2491,10.6015,11.137,14.4102,13.198,11.5194,13.5472,11.275,10.1213,10.3567,Primary Tumor,Lung Squamous Cell Carcinoma,1,678
TCGA-HT-8564-01,TCGA,12.249,10.2794,12.1682,15.1667,13.1751,9.9669,13.649,12.3875,9.6954,11.1442,Primary Tumor,Brain Lower Grade Glioma,0,478
TCGA-50-6595-11,TCGA,12.2481,11.7111,11.8473,14.3825,13.8871,12.6164,11.9495,11.4169,9.5888,10.6519,Solid Tissue Normal,Lung Adenocarcinoma,1,189
TCGA-44-2661-11,TCGA,12.2465,11.398,11.3724,14.0028,12.869,11.8931,10.1235,10.533,9.4329,10.5702,Solid Tissue Normal,Lung Adenocarcinoma,0,1159
TCGA-DD-AACS-01,TCGA,12.2464,12.836,11.2046,15.5626,17.0197,13.6183,13.6119,11.4018,9.5799,11.9435,Primary Tumor,Liver Hepatocellular Carcinoma,0,1804
TCGA-Y8-A898-01,TCGA,12.2464,12.262,10.1885,12.0681,10.3401,12.4487,10.2803,9.6115,10.4367,11.7044,Primary Tumor,Kidney Papillary Cell Carcinoma,0,475
TCGA-BR-7707-01,TCGA,12.2464,10.0341,10.7075,12.6037,13.9013,10.6298,11.1135,10.6553,8.4886,10.4676,Primary Tumor,Stomach Adenocarcinoma,0,1090
TCGA-EL-A4K4-01,TCGA,12.2462,10.0287,10.5781,11.2104,11.6234,11.2163,9.5451,9.9851,9.6284,10.4503,Primary Tumor,Thyroid Carcinoma,0,1623
TCGA-CR-6470-01,TCGA,12.246,9.8599,11.7422,12.8296,12.7489,10.6768,10.3781,11.0177,9.5206,10.6006,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1521
TCGA-FD-A5C0-01,TCGA,12.2454,10.2518,11.7504,13.8716,15.2046,12.1169,11.1099,10.6097,10.5451,11.0778,Primary Tumor,Bladder Urothelial Carcinoma,1,550
TCGA-N9-A4Q8-01,TCGA,12.2451,12.3952,11.0127,14.0506,13.7337,9.3358,11.5937,10.9445,9.3459,10.3461,Primary Tumor,Uterine Carcinosarcoma,1,481
TCGA-55-8619-01,TCGA,12.2451,11.4917,11.4465,14.0475,13.3533,11.9883,10.6698,10.6805,9.1093,10.5214,Primary Tumor,Lung Adenocarcinoma,0,416
TCGA-FK-A3SB-01,TCGA,12.2447,9.2724,10.3181,10.1035,11.3793,10.5482,10.0016,10.5672,10.1176,10.6446,Primary Tumor,Thyroid Carcinoma,0,125
TCGA-2H-A9GI-01,TCGA,12.2443,12.3415,11.3258,13.8316,13.7031,9.5789,11.9752,10.5884,8.2169,9.7353,Primary Tumor,Esophageal Carcinoma,1,435
TCGA-EB-A5UM-01,TCGA,12.244,11.1221,10.3004,13.2188,15.7167,10.2076,9.6124,8.7631,9.5833,10.8278,Primary Tumor,Skin Cutaneous Melanoma,0,779
TCGA-12-3653-01,TCGA,12.2439,9.7537,11.0463,11.7174,12.2982,9.8877,11.0905,11.0287,8.8494,10.9006,Primary Tumor,Glioblastoma Multiforme,1,442
TCGA-39-5029-01,TCGA,12.243,11.9451,11.754,14.1534,13.42,10.5525,12.7101,10.9457,10.4147,10.35,Primary Tumor,Lung Squamous Cell Carcinoma,1,740
TCGA-ZM-AA0F-01,TCGA,12.243,10.7919,10.5634,13.5177,11.7172,11.2373,10.344,10.5743,9.1671,9.4055,Primary Tumor,Testicular Germ Cell Tumor,0,681
TCGA-CM-4744-01,TCGA,12.2428,11.5093,10.6968,12.9978,12.6995,8.7073,11.2817,11.4671,9.4877,10.7173,Primary Tumor,Colon Adenocarcinoma,0,609
TCGA-90-A59Q-01,TCGA,12.2427,10.3747,11.6242,12.8491,12.6165,10.8938,10.0035,10.0423,9.6447,10.5686,Primary Tumor,Lung Squamous Cell Carcinoma,1,322
TCGA-BH-A0H5-11,TCGA,12.2426,11.4553,11.7726,14.2582,14.2142,12.7211,11.2967,10.9241,9.2637,10.6184,Solid Tissue Normal,Breast Invasive Carcinoma,0,1620
TCGA-BH-A1FC-11,TCGA,12.2426,11.4379,11.5867,15.5688,13.7886,13.4962,11.0032,10.467,8.8992,9.6759,Solid Tissue Normal,Breast Invasive Carcinoma,1,3472
TCGA-56-8503-01,TCGA,12.2423,10.0251,11.2553,14.0379,13.0547,11.8429,12.9468,10.5031,9.9531,9.9389,Primary Tumor,Lung Squamous Cell Carcinoma,0,41
TCGA-CM-6169-01,TCGA,12.2419,11.9149,10.6293,14.8326,12.1396,10.148,11.1794,10.7523,8.152,9.0328,Primary Tumor,Colon Adenocarcinoma,0,396
TCGA-IN-A6RS-01,TCGA,12.2418,11.1393,11.8716,12.3106,13.3087,10.9902,10.9787,11.2374,10.1014,10.6474,Primary Tumor,Stomach Adenocarcinoma,0,383
TCGA-A8-A08B-01,TCGA,12.2418,9.9933,12.7287,14.6719,12.8613,12.4252,11.5324,11.415,8.3107,10.7731,Primary Tumor,Breast Invasive Carcinoma,0,1156
TCGA-85-8287-01,TCGA,12.2415,10.2216,11.4386,13.3016,13.9146,10.5676,12.6251,11.1552,8.8765,10.0294,Primary Tumor,Lung Squamous Cell Carcinoma,1,23
TCGA-C5-A8XH-01,TCGA,12.2415,10.0251,11.9796,13.1214,13.0185,10.288,11.2915,10.9196,10.1582,11.4279,Primary Tumor,Cervical & Endocervical Cancer,1,1394
TCGA-AA-3520-11,TCGA,12.2411,13.6181,10.9108,11.2271,12.2724,9.4195,11.9485,12.8111,9.5352,10.6557,Solid Tissue Normal,Colon Adenocarcinoma,0,731
TCGA-A2-A04Q-01,TCGA,12.2409,10.6408,10.5022,11.2041,12.43,11.5843,10.8072,9.8184,8.5039,11.3952,Primary Tumor,Breast Invasive Carcinoma,0,2385
TCGA-HV-A5A3-11,TCGA,12.2406,10.4848,10.2496,12.0183,11.7026,11.0898,11.5647,10.6307,9.529,9.9249,Solid Tissue Normal,Pancreatic Adenocarcinoma,1,128
TCGA-BR-8365-01,TCGA,12.2403,10.6921,11.2916,10.3833,12.5065,11.175,10.2138,10.1915,8.4805,10.437,Primary Tumor,Stomach Adenocarcinoma,1,533
TCGA-IN-A6RI-01,TCGA,12.24,11.9713,11.8508,12.0321,14.3948,10.2691,11.5201,11.481,10.3221,11.1777,Primary Tumor,Stomach Adenocarcinoma,0,559
TCGA-ET-A25N-01,TCGA,12.24,9.9031,10.7055,11.166,11.4621,11.511,10.3632,10.998,9.2908,10.5265,Primary Tumor,Thyroid Carcinoma,0,1928
TCGA-13-1405-01,TCGA,12.2398,11.3167,11.5158,12.94,13.3582,12.3329,11.7204,10.7126,10.3964,10.2849,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,868
TCGA-DD-AADL-01,TCGA,12.2397,12.606,11.4592,15.6044,14.5949,14.4445,13.6723,12.2212,10.707,11.6361,Primary Tumor,Liver Hepatocellular Carcinoma,0,636
TCGA-62-A46U-01,TCGA,12.2397,11.8285,11.5568,13.7264,12.3735,12.9167,10.5728,10.5764,8.9986,11.5307,Primary Tumor,Lung Adenocarcinoma,0,2067
TCGA-FY-A3I4-01,TCGA,12.2394,10.1384,10.7477,10.7708,11.9827,11.1432,9.9151,10.538,10.649,11.1723,Primary Tumor,Thyroid Carcinoma,0,542
TCGA-EW-A3E8-01,TCGA,12.2393,10.6155,11.9168,13.9049,15.2352,11.8302,11.0478,10.903,9.8341,11.2179,Primary Tumor,Breast Invasive Carcinoma,0,1035
TCGA-14-0817-01,TCGA,12.2393,10.0642,10.3507,12.566,11.0147,10.7776,9.9143,10.3347,8.9372,11.149,Primary Tumor,Glioblastoma Multiforme,1,164
TCGA-DK-A3IV-01,TCGA,12.2392,14.4227,11.8465,12.9831,13.0066,14.4004,11.8828,10.6129,9.8805,10.5609,Primary Tumor,Bladder Urothelial Carcinoma,1,294
TCGA-QR-A70N-01,TCGA,12.2391,8.9074,10.0035,10.3451,11.1715,9.9335,9.3115,10.0116,9.7479,10.4251,Primary Tumor,Pheochromocytoma & Paraganglioma,0,43
TCGA-B6-A0IE-01,TCGA,12.239,9.9507,11.5032,11.0989,13.2628,11.0135,10.6879,9.7202,10.0712,12.1357,Primary Tumor,Breast Invasive Carcinoma,1,1993
TCGA-C5-A2LZ-01,TCGA,12.2388,11.0534,11.8605,14.4268,13.269,12.3519,12.3419,11.6275,10.2527,11.4997,Primary Tumor,Cervical & Endocervical Cancer,1,3046
TCGA-VS-A9V1-01,TCGA,12.2387,10.611,11.6149,14.141,13.3061,10.5467,11.6564,10.9459,9.5985,10.767,Primary Tumor,Cervical & Endocervical Cancer,1,157
TCGA-06-AABW-11,TCGA,12.2386,11.6998,11.9643,17.41,13.8599,13.3216,11.8826,11.0619,10.4426,11.4473,Solid Tissue Normal,Glioblastoma Multiforme,,
TCGA-3A-A9IJ-01,TCGA,12.2385,10.2829,10.2702,12.823,11.8622,10.9848,9.7695,10.5037,9.9337,12.5835,Primary Tumor,Pancreatic Adenocarcinoma,0,1854
TCGA-DJ-A1QE-01,TCGA,12.2384,9.8987,10.8678,10.4507,11.1715,11.1851,10.2003,10.4748,9.6954,10.4044,Primary Tumor,Thyroid Carcinoma,0,4134
TCGA-39-5011-01,TCGA,12.2383,12.6773,11.1077,14.4051,12.6572,12.588,11.1298,10.5763,10.6259,9.6438,Primary Tumor,Lung Squamous Cell Carcinoma,0,4053
TCGA-24-1928-01,TCGA,12.2381,12.2088,11.4719,9.8238,13.498,11.1869,10.072,10.3207,9.332,9.2405,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,336
TCGA-AB-2920-03,TCGA,12.2381,9.7037,10.6327,12.5553,14.9997,9.5599,9.9446,9.2241,8.8579,10.0222,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,366
TCGA-BB-7864-01,TCGA,12.238,11.1159,12.2499,13.6002,13.0253,11.5357,11.3103,11.8456,9.9764,11.596,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1527
TCGA-77-7337-11,TCGA,12.2378,11.6329,11.7661,14.9345,13.2315,12.7338,11.8634,11.3639,9.2645,9.5694,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,3253
TCGA-AB-2903-03,TCGA,12.2377,9.6353,11.3084,10.4127,12.0457,11.2487,10.7388,11.3514,8.1786,9.2359,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,0
TCGA-A2-A0CQ-01,TCGA,12.2375,10.565,12.1681,12.7542,13.2058,10.3467,10.4608,9.8258,9.34,12.3691,Primary Tumor,Breast Invasive Carcinoma,0,2695
TCGA-FF-A7CW-01,TCGA,12.2375,9.1025,9.8687,11.4015,11.8642,10.9249,9.7537,9.8353,9.1248,11.9526,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,791
TCGA-UY-A9PA-01,TCGA,12.2373,9.5777,11.0936,10.235,12.4465,11.7482,10.3977,10.4007,9.6074,10.0178,Primary Tumor,Bladder Urothelial Carcinoma,0,1072
TCGA-RD-A8N6-01,TCGA,12.2371,11.9118,12.0123,13.6674,13.4475,10.8304,13.3751,11.3663,9.3015,10.4647,Primary Tumor,Stomach Adenocarcinoma,1,272
TCGA-78-7149-01,TCGA,12.2369,10.8961,11.8238,14.2342,15.3613,11.0386,10.1639,9.6972,9.5715,11.7033,Primary Tumor,Lung Adenocarcinoma,0,3940
TCGA-64-1681-01,TCGA,12.2364,12.1401,11.5113,13.1097,12.2795,12.2717,10.5214,10.3211,9.9887,10.7194,Primary Tumor,Lung Adenocarcinoma,1,1167
TCGA-TM-A7CF-02,TCGA,12.2358,11.0163,12.0072,16.6682,13.625,11.8588,11.4806,10.7954,10.4054,11.3818,Recurrent Tumor,Brain Lower Grade Glioma,0,1989
TCGA-2Y-A9GS-01,TCGA,12.2357,11.865,11.2672,15.5607,15.1012,13.9394,13.1136,11.1996,10.2538,11.4414,Primary Tumor,Liver Hepatocellular Carcinoma,1,724
TCGA-69-8253-01,TCGA,12.2357,10.7256,11.9592,14.7514,13.9547,11.7472,11.4621,11.4279,9.8724,11.4677,Primary Tumor,Lung Adenocarcinoma,0,426
TCGA-77-8146-01,TCGA,12.2356,10.3622,11.7873,14.382,13.7555,10.9554,12.2058,10.9237,10.7953,10.2331,Primary Tumor,Lung Squamous Cell Carcinoma,0,3189
TCGA-A6-2683-11,TCGA,12.2351,13.5951,10.8344,10.377,11.8913,9.3011,11.7335,12.8334,9.3462,10.5733,Solid Tissue Normal,Colon Adenocarcinoma,1,504
TCGA-D7-A748-01,TCGA,12.2349,9.9559,10.1649,12.568,12.0563,11.9326,10.6486,9.9714,8.5097,9.9926,Primary Tumor,Stomach Adenocarcinoma,1,132
TCGA-C5-A7XC-01,TCGA,12.2346,10.2318,12.0239,13.855,12.3286,11.4416,11.4904,11.863,9.944,11.3928,Primary Tumor,Cervical & Endocervical Cancer,0,1551
TCGA-EF-5831-01,TCGA,12.2344,12.3358,10.5046,14.3235,12.1402,10.2079,11.9843,11.8036,9.1676,9.2312,Primary Tumor,Rectum Adenocarcinoma,0,127
TCGA-49-AAR0-01,TCGA,12.2344,11.7015,11.4879,13.6613,13.8341,12.132,11.2952,10.8396,10.0707,11.5925,Primary Tumor,Lung Adenocarcinoma,0,4765
TCGA-X6-A7WA-01,TCGA,12.2343,11.2221,11.6058,10.1784,11.9445,10.8967,10.4034,9.498,8.424,11.2443,Primary Tumor,Sarcoma,0,1092
TCGA-3X-AAVC-01,TCGA,12.2341,11.8492,10.1285,12.4977,12.4158,9.5991,11.923,10.38,9.5001,9.9171,Primary Tumor,Cholangiocarcinoma,0,709
TCGA-VQ-A8PX-01,TCGA,12.2339,11.9042,11.6992,12.5971,14.3833,11.1804,11.2846,11.5753,9.4139,10.4128,Primary Tumor,Stomach Adenocarcinoma,0,1964
TCGA-MP-A4TF-01,TCGA,12.2339,10.4991,10.4216,12.852,12.4067,10.7405,10.7205,10.6731,9.3477,10.5784,Primary Tumor,Lung Adenocarcinoma,1,336
TCGA-D7-8574-01,TCGA,12.2338,10.4768,11.1137,10.618,12.3394,10.1791,10.0429,9.9639,7.849,9.4482,Primary Tumor,Stomach Adenocarcinoma,0,523
TCGA-G3-A7M7-01,TCGA,12.2337,11.171,10.4678,14.4734,13.4885,14.3113,11.7654,9.8415,10.7613,11.8681,Primary Tumor,Liver Hepatocellular Carcinoma,0,361
TCGA-EL-A3CV-01,TCGA,12.2337,9.7148,10.3812,11.0807,11.1431,11.7076,10.1307,10.476,8.8879,9.7627,Primary Tumor,Thyroid Carcinoma,0,1154
TCGA-KO-8403-11,TCGA,12.2336,10.9668,11.356,9.7232,11.5333,14.6284,10.7179,10.653,11.3108,10.9578,Solid Tissue Normal,Kidney Chromophobe,0,3208
TCGA-HC-7079-01,TCGA,12.2335,10.3328,11.4947,11.6047,12.302,11.8774,10.6266,10.1924,8.8016,10.0299,Primary Tumor,Prostate Adenocarcinoma,0,1184
TCGA-LL-A73Z-01,TCGA,12.2334,10.2286,11.0431,13.2262,13.4839,11.4785,11.3492,10.4718,9.5149,12.0191,Primary Tumor,Breast Invasive Carcinoma,1,227
TCGA-G4-6306-01,TCGA,12.2333,13.3729,11.0361,15.3432,13.145,10.4686,11.8404,11.6747,10.2453,9.9205,Primary Tumor,Colon Adenocarcinoma,0,1359
TCGA-3H-AB3O-01,TCGA,12.2333,9.7636,10.5821,12.3454,11.8633,11.9733,9.9102,9.4919,8.7362,10.8615,Primary Tumor,Mesothelioma,1,1302
TCGA-DD-A1EH-01,TCGA,12.233,10.8552,11.6305,16.846,15.3997,12.1335,13.0577,12.5009,10.1146,11.9433,Primary Tumor,Liver Hepatocellular Carcinoma,0,1495
TCGA-YC-A8S6-01,TCGA,12.233,9.5826,11.0252,11.3069,13.0944,10.8367,10.7952,10.8932,10.348,10.141,Primary Tumor,Bladder Urothelial Carcinoma,0,293
TCGA-QR-A6GX-01,TCGA,12.2329,10.5302,11.0389,11.2702,11.996,11.0656,10.4492,10.4276,9.4745,10.9966,Primary Tumor,Pheochromocytoma & Paraganglioma,0,579
TCGA-19-4065-02,TCGA,12.2326,9.8418,11.276,13.2981,11.9636,10.8362,10.1316,10.2387,8.8672,10.2688,Recurrent Tumor,Glioblastoma Multiforme,0,214
TCGA-3U-A98J-01,TCGA,12.2324,10.2242,10.9074,10.8289,11.4451,10.7446,9.8227,9.2507,8.741,11.8497,Primary Tumor,Mesothelioma,1,741
TCGA-MH-A55Z-01,TCGA,12.2313,12.0638,10.3412,9.9032,10.2078,11.4354,10.2367,9.6288,12.274,11.3301,Primary Tumor,Kidney Papillary Cell Carcinoma,0,845
TCGA-EM-A1CS-01,TCGA,12.2313,10.0027,10.6686,10.7552,11.4687,11.0419,10.6969,10.9625,9.5591,10.441,Primary Tumor,Thyroid Carcinoma,0,817
TCGA-77-8150-01,TCGA,12.2311,9.9287,10.625,13.4604,12.291,10.7583,11.8511,10.0651,9.5636,8.9198,Primary Tumor,Lung Squamous Cell Carcinoma,1,1655
TCGA-FA-A6HN-01,TCGA,12.2306,8.8803,9.6114,10.2521,12.081,11.0182,10.0076,10.0024,9.279,10.8773,Primary Tumor,Diffuse Large B-Cell Lymphoma,1,58
TCGA-TT-A6YJ-01,TCGA,12.2299,10.6675,10.5238,12.7515,12.7395,10.4173,10.9488,11.6649,9.9834,11.4551,Primary Tumor,Pheochromocytoma & Paraganglioma,0,132
TCGA-49-4505-01,TCGA,12.2295,10.5826,10.9079,12.5558,11.4711,12.4955,10.4712,9.9382,9.5491,12.0791,Primary Tumor,Lung Adenocarcinoma,1,428
TCGA-S7-A7WU-01,TCGA,12.2286,10.1158,10.5779,8.0182,11.4659,10.0898,10.1991,10.2557,9.7829,11.8482,Primary Tumor,Pheochromocytoma & Paraganglioma,0,928
TCGA-DJ-A3UQ-01,TCGA,12.2286,9.8262,10.4323,10.6929,11.0249,11.1721,10.2855,10.3146,9.9567,10.5034,Primary Tumor,Thyroid Carcinoma,0,595
TCGA-CZ-5468-11,TCGA,12.2283,11.3111,10.932,8.3676,10.7494,13.6035,10.9236,10.994,11.2219,11.1632,Solid Tissue Normal,Kidney Clear Cell Carcinoma,1,59
TCGA-CS-6667-01,TCGA,12.2277,9.9972,11.4288,15.052,11.5958,9.5908,11.239,10.7732,8.9266,11.273,Primary Tumor,Brain Lower Grade Glioma,0,1469
TCGA-B6-A408-01,TCGA,12.2275,10.2048,11.127,12.7248,13.4093,10.7851,10.615,10.6477,9.3514,11.3369,Primary Tumor,Breast Invasive Carcinoma,0,2072
TCGA-29-2414-02,TCGA,12.2261,10.6325,12.2363,14.1556,13.9544,10.2278,10.6125,10.5415,9.3243,10.8963,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,1,2621
TCGA-EL-A3CL-01,TCGA,12.226,9.4647,10.6041,10.3952,10.8789,11.0637,9.7177,10.8136,9.9147,10.4561,Primary Tumor,Thyroid Carcinoma,1,963
TCGA-44-6148-11,TCGA,12.2257,11.3985,11.7883,14.0442,13.6595,12.2673,12.4096,11.7007,9.5875,10.4419,Solid Tissue Normal,Lung Adenocarcinoma,0,704
TCGA-93-A4JP-01,TCGA,12.2257,11.2857,11.6403,13.8067,14.6213,12.6732,12.0627,10.5416,9.446,10.4697,Primary Tumor,Lung Adenocarcinoma,0,578
TCGA-R6-A6Y0-01,TCGA,12.2253,11.7474,12.3494,12.7062,14.7226,12.6779,12.7477,12.4267,10.9408,11.0932,Primary Tumor,Esophageal Carcinoma,0,1641
TCGA-AB-2985-03,TCGA,12.2252,11.2276,10.8148,10.1251,11.7866,12.225,9.5588,10.8117,8.3686,10.5357,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,273
TCGA-BC-A10X-01,TCGA,12.225,11.837,10.3165,15.4941,14.4017,15.997,12.194,10.8387,11.3055,11.0556,Primary Tumor,Liver Hepatocellular Carcinoma,1,770
TCGA-A6-5661-01,TCGA,12.2249,11.8836,12.016,14.1313,12.6716,10.0899,13.5965,12.1214,8.85149,8.51229,Primary Tumor,Colon Adenocarcinoma,0,1020
TCGA-F2-A44H-01,TCGA,12.2249,10.1146,9.9222,11.7021,11.5408,10.9294,10.2896,10.0365,8.9731,10.158,Primary Tumor,Pancreatic Adenocarcinoma,0,586
TCGA-77-8007-11,TCGA,12.2247,12.3511,11.583,15.2039,14.1732,13.1292,11.9984,11.3939,9.9708,10.7494,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,198
TCGA-22-5491-11,TCGA,12.2244,12.6759,12.0917,14.769,14.6089,13.1058,12.6291,11.4759,10.2784,11.119,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,1713
TCGA-HD-8635-11,TCGA,12.2238,11.149,12.1897,13.5129,13.9619,12.3233,13.262,12.8411,10.3661,11.0194,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,0,695
TCGA-50-5939-01,TCGA,12.2234,10.9202,11.8174,13.7143,13.3877,11.0127,11.263,10.9121,9.1712,10.0964,Primary Tumor,Lung Adenocarcinoma,1,460
TCGA-BR-A4J5-01,TCGA,12.2233,10.5791,10.8578,11.9739,12.5272,11.1174,11.3219,10.5654,8.912,10.1589,Primary Tumor,Stomach Adenocarcinoma,0,862
TCGA-3B-A9HJ-01,TCGA,12.2233,9.7887,9.7423,10.5197,11.4104,10.5966,10.0635,9.7053,8.6651,11.0308,Primary Tumor,Sarcoma,0,1104
TCGA-E2-A1LB-11,TCGA,12.2232,11.1135,12.0042,9.8058,13.9975,10.9173,10.5084,10.8098,9.4337,10.627,Solid Tissue Normal,Breast Invasive Carcinoma,0,2306
TCGA-44-A47G-01,TCGA,12.2229,10.3889,11.1145,11.6939,12.2496,13.0046,9.9398,9.758,8.8872,10.5872,Primary Tumor,Lung Adenocarcinoma,0,351
TCGA-CV-A6JM-01,TCGA,12.2229,10.1831,10.9612,14.0291,12.2274,8.2139,10.9503,11.0112,11.3467,13.8865,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,194
TCGA-D3-A8GD-06,TCGA,12.2228,10.4087,10.4818,13.2508,13.9092,11.2832,9.8989,9.9463,9.131,10.6898,Metastatic,Skin Cutaneous Melanoma,0,718
TCGA-78-7539-01,TCGA,12.2227,12.2497,11.158,12.4652,12.9475,11.3439,10.4667,10.5377,10.0147,8.3637,Primary Tumor,Lung Adenocarcinoma,0,791
TCGA-2G-AAKG-01,TCGA,12.2225,9.1492,11.5953,12.7619,14.0948,9.3946,9.8831,11.3696,9.0718,10.1633,Primary Tumor,Testicular Germ Cell Tumor,0,6598
TCGA-55-A4DF-01,TCGA,12.2222,13.1761,11.4887,14.0833,12.5371,12.4347,12.1623,11.6898,9.347,9.8113,Primary Tumor,Lung Adenocarcinoma,1,614
TCGA-77-7138-11,TCGA,12.2221,11.565,12.4904,15.3347,14.3532,13.2147,11.7459,11.3741,9.7017,10.4311,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,340
TCGA-HT-7485-01,TCGA,12.2221,9.8862,11.9303,17.4301,12.9758,10.5143,12.7441,11.097,9.2208,10.8532,Primary Tumor,Brain Lower Grade Glioma,0,122
